Tiempo,Posición,Temperatura
1697410800,-7.376083333333333,31.962416666666666
1697414400,-7.376333333333333,31.964166666666664
1697418000,-7.374499999999999,31.971666666666668
1697421600,-7.379499999999999,31.973833333333335
1697425200,-7.374,31.966833333333334
1697428800,-7.373833333333334,31.960833333333333
1697432400,-7.375,31.962
1697436000,-7.379166666666666,31.963
1697439600,-7.374,31.9625
1697443200,-7.372333333333333,31.97375
1697446800,-7.373,31.963666666666665
1697450400,-7.376,31.97683333333333
1697454000,-7.3725000000000005,31.985
1697457600,-7.377166666666667,31.983666666666668
1697461200,-7.378666666666666,31.99116666666667
1697464800,-7.3874385964912275,32.01107894736842
1697468400,-7.389061403508772,31.989587719298246
1697472000,-7.380583333333333,31.9955
1697475600,-7.38225,31.994500000000002
1697479200,-7.3790000000000004,31.977666666666668
1697482800,-7.36975,31.990416666666665
1697486400,-7.382041666666667,31.977500000000003
1697490000,-7.380118333333333,31.990576666666666
1697493600,-7.37109,31.997423333333334
1697497200,-7.370916666666667,31.985416666666666
1697500800,-7.389761904761905,31.957630952380953
1697504400,-7.3803214285714285,31.98320238095238
1697508000,-7.378333333333333,31.986083333333333
1697511600,-7.381166666666667,31.979916666666668
1697515200,-7.381833333333334,31.984666666666666
1697518800,-7.382666666666666,31.9845
1697522400,-7.380333333333334,31.991833333333332
1697526000,-7.371833333333333,32.005833333333335
1697529600,-7.37425,32.00519444444445
1697533200,-7.378404371584699,31.989842440801457
1697536800,-7.388080476900148,32.04165250869349
1697540400,-7.400115151515151,31.98442727272727
1697544000,-7.380147619047619,32.01693095238095
1697547600,-7.353852380952381,31.995196825396825
1697551200,-7.356983333333333,32.04367222222222
1697554800,-7.389333333333334,32.03133333333333
1697558400,-7.385166666666667,32.02316666666666
1697562000,-7.3785,32.00516666666667
1697565600,-7.378,32.00375
1697569200,-7.377416666666666,31.987583333333337
1697572800,-7.37725,32.00416666666667
1697576400,-7.383416666666666,31.992
1697580000,-7.376666666666667,31.992583333333336
1697583600,-7.378583333333333,31.991916666666665
1697587200,-7.377833333333333,31.990166666666667
1697590800,-7.375333333333333,31.987833333333334
1697594400,-7.38,31.985833333333336
1697598000,-7.381333333333333,31.981166666666663
1697601600,-7.38,31.989833333333333
1697605200,-7.3785,31.974
1697608800,-7.381583333333333,31.9805
1697612400,-7.379166666666666,31.975833333333334
1697616000,-7.380166666666667,31.966
1697619600,-7.38625,31.96475
1697623200,-7.362,31.996666666666666
1697626800,-7.382833333333334,32.004416666666664
1697630400,-7.3931666666666676,31.960833333333333
1697634000,-7.374083333333333,31.983333333333334
1697637600,-7.365166666666667,31.996666666666666
1697641200,-7.383916666666667,31.983333333333334
1697644800,-7.374,31.96033333333333
1697648400,-7.364166666666667,31.98487911725955
1697652000,-7.36,31.983527667984188
1697655600,-7.36,31.977598814229246
1697659200,-7.36,31.971669960474305
1697662800,-7.36,31.965741106719367
1697666400,-7.36,31.959812252964426
1697670000,-7.36,31.953883399209484
1697673600,-7.36,31.947954545454547
1697677200,-7.36,31.942099802371544
1697680800,-7.365833333333333,31.972916666666666
1697684400,-7.373550813008129,31.91560162601626
1697688000,-7.395060975609756,31.930121951219515
1697691600,-7.402378048780488,31.944756097560976
1697695200,-7.396093495934959,31.95218699186992
1697698800,-7.375333333333333,31.940083333333334
1697702400,-7.377,31.9415
1697706000,-7.3693333333333335,31.959166666666665
1697709600,-7.380166666666667,31.9465
1697713200,-7.37095,31.95491666666667
1697716800,-7.390466666666667,31.962833333333332
1697720400,-7.38225,31.950750000000003
1697724000,-7.374916666666667,31.988
1697727600,-7.379499999999999,31.999333333333333
1697731200,-7.378416666666666,31.985333333333337
1697734800,-7.383333333333334,31.969333333333335
1697738400,-7.381333333333333,31.955499999999997
1697742000,-7.385833333333333,31.9515
1697745600,-7.380416666666666,31.95358333333333
1697749200,-7.381,31.96333333333333
1697752800,-7.381666666666666,31.964166666666664
1697756400,-7.381166666666667,31.964333333333332
1697760000,-7.378833333333334,31.96033333333333
1697763600,-7.377666666666667,31.958333333333332
1697767200,-7.378833333333334,31.959166666666665
1697770800,-7.370500000000001,31.965
1697774400,-7.3755,31.968
1697778000,-7.380166666666667,31.970833333333335
1697781600,-7.378666666666666,31.967333333333332
1697785200,-7.37575,31.968666666666667
1697788800,-7.375916666666667,31.965500000000002
1697792400,-7.367821428571429,31.96088095238095
1697796000,-7.369528571428572,31.995035714285716
1697799600,-7.367816666666667,31.987916666666667
1697803200,-7.376833333333334,31.986749999999997
1697806800,-7.3854999999999995,31.988
1697810400,-7.380166666666667,32.01808333333334
1697814000,-7.385305555555556,32.00980555555556
1697817600,-7.383527777777777,31.975777777777775
1697821200,-7.3835,31.976916666666668
1697824800,-7.385166666666667,31.97275
1697828400,-7.3815,31.970833333333335
1697832000,-7.3790000000000004,31.983999999999998
1697835600,-7.3745,31.975666666666665
1697839200,-7.381166666666667,31.979083333333335
1697842800,-7.383666666666667,31.980833333333333
1697846400,-7.376499999999999,31.986666666666668
1697850000,-7.380166666666667,31.987833333333334
1697853600,-7.379166666666666,31.985833333333332
1697857200,-7.378666666666667,31.977166666666665
1697860800,-7.375166666666667,31.978166666666667
1697864400,-7.378333333333333,31.979499999999998
1697868000,-7.378,31.989166666666666
1697871600,-7.381166666666667,31.981833333333334
1697875200,-7.376666666666667,31.986666666666668
1697878800,-7.3790000000000004,31.988166666666665
1697882400,-7.379166666666666,32.02158333333333
1697886000,-7.3780833333333335,32.010466666666666
1697889600,-7.371083333333333,31.997366666666668
1697893200,-7.381139344262295,31.973945355191255
1697896800,-7.406693989071038,32.011721311475405
1697900400,-7.408976705490848,32.00158901830283
1697904000,-7.388128119800332,32.03376039933444
1697907600,-7.385133111480865,32.02377703826955
1697911200,-7.382138103161397,32.01379367720466
1697914800,-7.379143094841931,32.00381031613976
1697918400,-7.376148086522463,31.993826955074876
1697922000,-7.373153078202995,31.983843594009986
1697925600,-7.370158069883527,31.97386023294509
1697929200,-7.36716306156406,31.9638768718802
1697932800,-7.364168053244593,31.95389351081531
1697936400,-7.361190515806988,31.943968386023297
1697940000,-7.372916666666667,31.962333333333333
1697943600,-7.375249999999999,31.941166666666668
1697947200,-7.38525,31.97225
1697950800,-7.372249999999999,31.9465
1697954400,-7.3845,31.949166666666667
1697958000,-7.372916666666667,31.940333333333335
1697961600,-7.381749999999999,31.937666666666665
1697965200,-7.375916666666667,31.936333333333334
1697968800,-7.385666666666666,31.9295
1697972400,-7.382499999999999,31.933833333333332
1697976000,-7.3835,31.928833333333333
1697979600,-7.381833333333334,31.932416666666665
1697983200,-7.375,31.922083333333333
1697986800,-7.377666666666667,31.92366666666667
1697990400,-7.372833333333333,31.908
1697994000,-7.378833333333334,31.904833333333332
1697997600,-7.375666666666667,31.9005
1698001200,-7.379916666666667,31.902583333333332
1698004800,-7.377916666666667,31.888916666666667
1698008400,-7.378583333333333,31.877000000000002
1698012000,-7.380916666666667,31.86875
1698015600,-7.3774999999999995,31.876666666666665
1698019200,-7.380166666666667,31.869833333333336
1698022800,-7.3886666666666665,31.85983333333333
1698026400,-7.377833333333333,31.8615
1698030000,-7.382833333333333,31.86116666666667
1698033600,-7.379166666666666,31.86116666666667
1698037200,-7.377166666666667,31.858666666666668
1698040800,-7.3821666666666665,31.853166666666667
1698044400,-7.38301282051282,31.856121794871797
1698048000,-7.378187389130785,31.892220448314788
1698051600,-7.361509433962264,31.859150943396227
1698055200,-7.349457023060796,31.822590146750525
1698058800,-7.3755,31.880333333333333
1698062400,-7.377750000000001,31.87875
1698066000,-7.385916666666666,31.898083333333332
1698069600,-7.386,31.886833333333335
1698073200,-7.379416666666667,31.880499999999998
1698076800,-7.379333333333333,31.868083333333335
1698080400,-7.383,31.869666666666667
1698084000,-7.3875,31.872333333333334
1698087600,-7.395,31.857000000000003
1698091200,-7.395833333333333,31.862833333333334
1698094800,-7.397166666666666,31.8265
